nama_site,kota_kabupaten,month,scope_of_work,actual_severity,predicted_severity,confidence_score,confidence_minor,confidence_major,top_factor_1,top_factor_2
sby-07-177,kota surabaya,2,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jbg-07-119,kabupaten jombang,5,pst,Minor,Minor,0.68,0.68,0.32,site_code,scope_of_work
byw-07-064,kabupaten banyuwangi,4,rol,Minor,Major,0.81,0.19,0.81,site_code,scope_of_work
kpn-07-171,kabupaten malang,9,gne,Minor,Minor,0.87,0.87,0.13,site_code,scope_of_work
sda-07-021,kabupaten sidoarjo,2,q1,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
trk/07/050,kabupaten trenggalek,7,gne,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
tlg-07-084,kabupaten tulungagung,11,gns,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
bjn-07-079,kabupaten bojonegoro,3,vw2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mjy-07-080,kota/kab madiun,1,a5,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
pmk-07-023,kabupaten pamekasan,3,vw2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
gsk-07-180,kabupaten gresik,9,gne,Minor,Minor,0.52,0.52,0.48,site_code,scope_of_work
trk-07-064,kabupaten trenggalek,9,gns,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
sby-07-302,kota surabaya,5,gns,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sda-07-165,kabupaten sidoarjo,3,vw2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
bjn-07-085,kabupaten bojonegoro,3,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
tlg-07-063,kabupaten tulungagung,9,gne,Minor,Minor,0.95,0.95,0.05,site_code,scope_of_work
kdr-07-126,kota/kab kediri,1,a6,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
tbn/07/176,kabupaten tuban,7,gne,Minor,Major,0.6,0.4,0.6,site_code,scope_of_work
krs-07-068,kota/kab probolinggo,4,gne,Minor,Minor,0.94,0.94,0.06,site_code,scope_of_work
jmr-07-244,kabupaten jember,2,q2,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
kpn-07-139,kabupaten malang,2,a2p,Minor,Minor,0.73,0.73,0.27,site_code,scope_of_work
ngw-07-111,kabupaten ngawi,11,gne,Minor,Minor,0.75,0.75,0.25,site_code,scope_of_work
kpn-07-008,kabupaten malang,3,vw2,Major,Minor,0.92,0.92,0.08,site_code,scope_of_work
jmr-07-060,kabupaten jember,1,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby/07/268,kota surabaya,7,rns,Major,Major,1.0,0.0,1.0,site_code,scope_of_work
jmr-07-196,kabupaten jember,10,gnp,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
psr-07-063,kota/kab pasuruan,1,m9,Major,Major,0.87,0.13,0.87,site_code,scope_of_work
njk/07/087,kabupaten nganjuk,12,gns,Minor,Minor,0.86,0.86,0.14,site_code,scope_of_work
sby/07/568,kota surabaya,12,rns,Major,Major,0.67,0.33,0.67,site_code,scope_of_work
mlg/07/132,kota malang,12,gns,Major,Major,0.72,0.28,0.72,site_code,scope_of_work
mjk-07-048,kota/kab mojokerto,10,gne,Minor,Minor,0.935,0.935,0.065,site_code,scope_of_work
jmr-07-138,kabupaten jember,4,gnp,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sda-07-102,kabupaten sidoarjo,1,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kpn-07-159,kabupaten malang,6,pns,Minor,Major,0.56,0.44,0.56,site_code,scope_of_work
bkl/07/036,kabupaten bangkalan,12,m9,Minor,Minor,0.61,0.61,0.39,site_code,scope_of_work
mlg/07/099,kota malang,12,rne,Minor,Major,0.92,0.08,0.92,site_code,scope_of_work
kdr1-07-083,kota/kab kediri,9,gne,Minor,Minor,0.72,0.72,0.28,site_code,scope_of_work
jmr/07/104,kabupaten jember,12,gne,Minor,Minor,0.63,0.63,0.37,site_code,scope_of_work
gsk-07-116,kabupaten gresik,3,pst,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
kpn-07-056,kabupaten malang,9,rol,Minor,Major,0.76,0.24,0.76,site_code,scope_of_work
pmk-07-031,kabupaten pamekasan,1,a2,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
lmj/07/052,kabupaten lumajang,8,gne,Minor,Major,0.61,0.39,0.61,site_code,scope_of_work
mlg-07-190,kabupaten malang,4,gne,Major,Major,0.67,0.33,0.67,site_code,scope_of_work
byw-07-122,kabupaten banyuwangi,9,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
tlg-07-060,kabupaten tulungagung,8,gne,Minor,Minor,0.93,0.93,0.07,site_code,scope_of_work
kdr1/07/072,kota/kab kediri,12,m9,Minor,Major,0.88,0.12,0.88,site_code,scope_of_work
jmr/07/062,kabupaten jember,12,rol,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
byw/07/101,kabupaten banyuwangi,8,gne,Major,Major,0.72,0.28,0.72,site_code,scope_of_work
png-07-047,kabupaten ponorogo,5,gnp,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
knr-07-018,kota/kab blitar,4,gne,Major,Minor,0.7,0.7,0.3,site_code,scope_of_work
mjk1-07-017,kota/kab mojokerto,5,rol,Major,Minor,0.65,0.65,0.35,site_code,scope_of_work
mjk1-07-064,kota/kab mojokerto,5,gne,Minor,Minor,0.96,0.96,0.04,site_code,scope_of_work
sby/07/311,kota surabaya,12,m9,Major,Major,0.73,0.27,0.73,site_code,scope_of_work
bjn-07-122,kabupaten bojonegoro,3,vw5,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mlg-07-234,kota malang,5,rne,Major,Major,0.51,0.49,0.51,site_code,scope_of_work
lmj-07-092,kabupaten lumajang,10,pst,Major,Major,0.96,0.04,0.96,site_code,scope_of_work
kdr1-07-066,kota/kab kediri,11,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby-07-504,kota surabaya,4,rne,Major,Major,1.0,0.0,1.0,site_code,scope_of_work
kpn-07-112,kabupaten malang,9,gne,Major,Major,0.95,0.05,0.95,site_code,scope_of_work
knr-07-056,kota/kab blitar,5,gne,Major,Major,0.85,0.15,0.85,site_code,scope_of_work
lmj/07/086,kabupaten lumajang,7,gns,Minor,Major,0.57,0.43,0.57,site_code,scope_of_work
sby-07-345,kota surabaya,8,rns,Major,Major,0.89,0.11,0.89,site_code,scope_of_work
pmk/07/018,kabupaten pamekasan,12,m9,Minor,Major,0.61,0.39,0.61,site_code,scope_of_work
psr-07-110,kota/kab pasuruan,3,pst,Minor,Major,0.6208333333333333,0.3791666666666667,0.6208333333333333,site_code,scope_of_work
kpn/07/283,kabupaten malang,12,gns,Major,Major,0.64,0.36,0.64,site_code,scope_of_work
mjy-07-030,kota/kab madiun,10,gne,Minor,Minor,0.97,0.97,0.03,site_code,scope_of_work
kdr2-07-013,kota/kab kediri,6,gne,Minor,Minor,0.85,0.85,0.15,site_code,scope_of_work
lmj-07-033,kabupaten lumajang,9,gne,Major,Major,0.87,0.13,0.87,site_code,scope_of_work
png-07-154,kabupaten ponorogo,11,gne,Minor,Minor,0.84,0.84,0.16,site_code,scope_of_work
mad-07-034,kota/kab madiun,8,rne,Minor,Major,0.6,0.4,0.6,site_code,scope_of_work
jmr-07-250,kabupaten jember,11,rns,Minor,Major,0.88,0.12,0.88,site_code,scope_of_work
sda-07-108,kabupaten sidoarjo,9,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
psr/07/075,kota/kab pasuruan,8,gne,Minor,Minor,0.69,0.69,0.31,site_code,scope_of_work
sda-07-154,kabupaten sidoarjo,3,vw2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
pmk/07/026,kabupaten pamekasan,7,gne,Minor,Minor,0.64,0.64,0.36,site_code,scope_of_work
byw-07-114,kabupaten banyuwangi,10,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sit-07-002,kabupaten situbondo,1,q2,Minor,Minor,0.64,0.64,0.36,site_code,scope_of_work
sby-07-565,kota surabaya,8,m9,Minor,Major,0.92,0.08,0.92,site_code,scope_of_work
psr-07-007,kota/kab pasuruan,5,gne,Minor,Major,0.94,0.06,0.94,site_code,scope_of_work
png/07/098,kabupaten ponorogo,7,pns,Minor,Minor,0.85,0.85,0.15,site_code,scope_of_work
sit-07-054,kabupaten situbondo,3,vw2,Minor,Minor,0.92,0.92,0.08,site_code,scope_of_work
bkl-07-026,kabupaten bangkalan,4,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mlg-07-006,kota malang,10,rts,Minor,Major,0.83,0.17,0.83,site_code,scope_of_work
mlg-07-084,kota malang,1,a2,Minor,Major,0.95,0.05,0.95,site_code,scope_of_work
lmg-07-089,kabupaten lamongan,9,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
psr-07-136,kota/kab pasuruan,10,rns,Minor,Major,0.64,0.36,0.64,site_code,scope_of_work
sby-07-604,kota surabaya,11,rns,Minor,Major,0.7293333333333334,0.27066666666666667,0.7293333333333334,site_code,scope_of_work
kdr1-07-071,kota/kab kediri,1,q3,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kpn-07-283,kabupaten malang,4,gns,Major,Major,0.68,0.32,0.68,site_code,scope_of_work
bjn/07/042,kabupaten bojonegoro,12,rol,Major,Major,0.77,0.23,0.77,site_code,scope_of_work
sby-07-539,kota surabaya,2,f1,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby-07-025,kota surabaya,2,a2,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
sda-07-239,kabupaten sidoarjo,8,gne,Minor,Minor,0.95,0.95,0.05,site_code,scope_of_work
knr-07-081,kota/kab blitar,11,gnp,Major,Minor,0.54,0.54,0.46,site_code,scope_of_work
btu-07-036,kota malang,3,gns,Major,Major,0.845,0.155,0.845,site_code,scope_of_work
mlg-07-234,kota malang,2,q2,Major,Minor,0.66,0.66,0.34,site_code,scope_of_work
sda/07/168,kabupaten sidoarjo,7,gns,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
gsk-07-038,kabupaten gresik,1,q2,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
byw-07-104,kabupaten banyuwangi,2,f2,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
png-07-009,kabupaten ponorogo,3,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
lmj-07-014,kabupaten lumajang,6,gne,Minor,Minor,0.86,0.86,0.14,site_code,scope_of_work
kdr-07-135,kota/kab kediri,9,rns,Minor,Major,0.87,0.13,0.87,site_code,scope_of_work
byw-07-030,kabupaten banyuwangi,9,pst,Minor,Minor,0.9137857142857143,0.9137857142857143,0.0862142857142857,site_code,scope_of_work
pbl-07-035,kota/kab probolinggo,3,vw5,Minor,Minor,0.94,0.94,0.06,site_code,scope_of_work
kpn-07-234,kabupaten malang,4,rne,Minor,Major,0.89,0.11,0.89,site_code,scope_of_work
pbl/07/035,kota/kab probolinggo,12,rns,Minor,Minor,0.76,0.76,0.24,site_code,scope_of_work
sit/07/006,kabupaten situbondo,12,gne,Major,Major,1.0,0.0,1.0,site_code,scope_of_work
kdr-07-043,kota/kab kediri,1,q1,Minor,Minor,0.77,0.77,0.23,site_code,scope_of_work
sda-07-250,kabupaten sidoarjo,11,rns,Minor,Minor,0.68,0.68,0.32,site_code,scope_of_work
mlg-07-053,kota malang,11,gne,Minor,Major,0.83,0.17,0.83,site_code,scope_of_work
jmr/07/165,kabupaten jember,12,gns,Major,Major,0.8,0.2,0.8,site_code,scope_of_work
njk-07-030,kabupaten nganjuk,9,gne,Minor,Minor,0.9473809523809524,0.9473809523809524,0.05261904761904762,site_code,scope_of_work
kpn-07-276,kabupaten malang,3,gne,Minor,Minor,0.67,0.67,0.33,site_code,scope_of_work
lmg-07-072,kabupaten lamongan,11,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
ngw-07-037,kabupaten ngawi,10,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
tbn-07-030,kabupaten tuban,9,rol,Major,Major,0.84,0.16,0.84,site_code,scope_of_work
sby/07/774,kota surabaya,7,gne,Major,Minor,0.61,0.61,0.39,site_code,scope_of_work
mlg-07-101,kota malang,10,gne,Minor,Major,0.98,0.02,0.98,site_code,scope_of_work
jbg-07-087,kabupaten jombang,10,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
krs-07-002,kota/kab probolinggo,3,vw2,Minor,Major,0.78,0.22,0.78,site_code,scope_of_work
tlg-07-044,kabupaten tulungagung,4,gne,Minor,Major,0.56,0.44,0.56,site_code,scope_of_work
mlg-07-081,kota malang,9,gne,Major,Minor,0.74,0.74,0.26,site_code,scope_of_work
kpn-07-062,kota malang,9,rne,Major,Major,0.97,0.03,0.97,site_code,scope_of_work
gsk-07-020,kabupaten gresik,1,a2,Minor,Minor,0.97,0.97,0.03,site_code,scope_of_work
psn/07/008,kota/kab pasuruan,7,gne,Minor,Major,0.91,0.09,0.91,site_code,scope_of_work
njk/07/092,kabupaten nganjuk,12,gns,Minor,Minor,0.86,0.86,0.14,site_code,scope_of_work
sby-07-635,kota surabaya,10,rns,Major,Major,1.0,0.0,1.0,site_code,scope_of_work
sda-07-106,kabupaten sidoarjo,8,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
tlg-07-017,kabupaten tulungagung,2,a2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
bkl-07-039,kabupaten bangkalan,9,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jmr/07/194,kabupaten jember,12,gns,Minor,Major,0.89,0.11,0.89,site_code,scope_of_work
knr/07/136,kota/kab blitar,7,gne,Minor,Minor,0.6,0.6,0.4,site_code,scope_of_work
spg/07/021,kabupaten sampang,12,gne,Major,Major,1.0,0.0,1.0,site_code,scope_of_work
png-07-054,kabupaten ponorogo,5,m9,Major,Minor,0.99,0.99,0.01,site_code,scope_of_work
bdw-07-010,kabupaten bondowoso,6,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
blt-07-012,kota/kab blitar,3,m9,Minor,Minor,0.79,0.79,0.21,site_code,scope_of_work
njk/07/029,kabupaten nganjuk,12,gne,Minor,Major,0.98,0.02,0.98,site_code,scope_of_work
kdr1-07-033,kota/kab kediri,10,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
jmr-07-032,kabupaten jember,6,rne,Minor,Major,0.99,0.01,0.99,site_code,scope_of_work
kpn-07-267,kabupaten malang,3,gne,Minor,Minor,0.86,0.86,0.14,site_code,scope_of_work
sby-07-573,kota surabaya,9,rns,Minor,Major,0.96,0.04,0.96,site_code,scope_of_work
jbg-07-066,kabupaten jombang,4,gne,Minor,Minor,0.57,0.57,0.43,site_code,scope_of_work
kpn/07/263,kabupaten malang,7,gns,Major,Major,0.93,0.07,0.93,site_code,scope_of_work
bdw-07-028,kabupaten bondowoso,9,gne,Minor,Major,0.7858333333333333,0.21416666666666664,0.7858333333333333,site_code,scope_of_work
mgt-07-055,kabupaten magetan,9,gns,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
byw-07-103,kabupaten banyuwangi,11,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kpn-07-094,kabupaten malang,2,q2,Major,Minor,0.84,0.84,0.16,site_code,scope_of_work
smp/07/062,kabupaten sumenep,7,gns,Minor,Minor,0.55,0.55,0.45,site_code,scope_of_work
sda-07-083,kabupaten sidoarjo,2,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sit-07-006,kabupaten situbondo,9,gne,Minor,Major,0.69,0.31,0.69,site_code,scope_of_work
mlg-07-025,kota malang,11,gne,Minor,Minor,0.86,0.86,0.14,site_code,scope_of_work
gsk-07-138,kabupaten gresik,8,gne,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
sby-07-576,kota surabaya,3,vw5,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kpn-07-158,kabupaten malang,3,vw2,Minor,Minor,0.78,0.78,0.22,site_code,scope_of_work
knr/07/060,kota/kab blitar,12,gne,Minor,Major,0.74,0.26,0.74,site_code,scope_of_work
mad-07-036,kota/kab madiun,2,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kdr1/07/009,kota/kab kediri,12,rol,Major,Major,0.99,0.01,0.99,site_code,scope_of_work
sby-07-638,kota surabaya,11,rne,Minor,Major,0.53,0.47,0.53,site_code,scope_of_work
sby-07-025,kota surabaya,1,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
krs-07-029,kota/kab probolinggo,2,q2,Minor,Major,0.87,0.13,0.87,site_code,scope_of_work
mlg-07-069,kota malang,9,gpf,Minor,Major,0.73,0.27,0.73,site_code,scope_of_work
sby-07-540,kota surabaya,9,rns,Major,Major,0.99,0.01,0.99,site_code,scope_of_work
jmr-07-063,kabupaten jember,2,b4,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sda-07-148,kabupaten sidoarjo,1,q3,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
bdw-07-020,kabupaten bondowoso,4,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
lmg-07-132,kabupaten lamongan,1,m5,Minor,Major,0.97,0.03,0.97,site_code,scope_of_work
knr-07-091,kota/kab blitar,6,gnp,Minor,Major,0.66,0.34,0.66,site_code,scope_of_work
kpn-07-237,kabupaten malang,5,gne,Minor,Major,0.67,0.33,0.67,site_code,scope_of_work
gsk/07/083,kabupaten gresik,12,gne,Minor,Major,0.78,0.22,0.78,site_code,scope_of_work
sda-07-291,kabupaten sidoarjo,8,rne,Minor,Minor,0.79,0.79,0.21,site_code,scope_of_work
lmg-07-071,kabupaten lamongan,3,vw2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
pmk-07-032,kabupaten pamekasan,3,vw2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kdr1-07-019,kota/kab kediri,2,b4,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
sit-07-037,kabupaten situbondo,5,rol,Minor,Minor,0.75,0.75,0.25,site_code,scope_of_work
lmg-07-063,kabupaten lamongan,8,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby-07-778,kota surabaya,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kpn-07-280,kabupaten malang,10,gns,Minor,Minor,0.51,0.51,0.49,site_code,scope_of_work
jbg-07-021,kabupaten jombang,5,rol,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
byw/07/076,kabupaten banyuwangi,8,gne,Minor,Major,0.97,0.03,0.97,site_code,scope_of_work
png-07-156,kabupaten ponorogo,8,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kpn-07-123,kota malang,5,cbt,Minor,Major,0.76,0.24,0.76,site_code,scope_of_work
smp-07-017,kabupaten sumenep,6,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mlg-07-128,kota malang,1,q3,Minor,Major,0.7675,0.2325,0.7675,site_code,scope_of_work
mjy-07-076,kota/kab madiun,8,gns,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sda-07-014,kabupaten sidoarjo,3,vw2,Minor,Minor,0.95,0.95,0.05,site_code,scope_of_work
blt-07-013,kota/kab blitar,4,gne,Minor,Major,0.61,0.39,0.61,site_code,scope_of_work
byw/07/192,kabupaten banyuwangi,8,pst,Minor,Major,0.86,0.14,0.86,site_code,scope_of_work
kpn-07-353,kabupaten malang,5,gne,Minor,Major,0.7666666666666667,0.23333333333333336,0.7666666666666667,site_code,scope_of_work
pmk/07/027,kabupaten pamekasan,8,gne,Major,Major,0.66,0.34,0.66,site_code,scope_of_work
knr-07-046,kota/kab blitar,3,m9,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
bdw-07-029,kabupaten bondowoso,9,gne,Minor,Major,0.7433333333333334,0.25666666666666665,0.7433333333333334,site_code,scope_of_work
spg/07/043,kabupaten sampang,8,gne,Major,Major,0.54,0.46,0.54,site_code,scope_of_work
byw-07-054,kabupaten banyuwangi,10,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
blt/07/026,kota/kab blitar,7,rne,Major,Major,0.97,0.03,0.97,site_code,scope_of_work
knr-07-036,kota/kab blitar,6,gne,Minor,Major,0.9,0.1,0.9,site_code,scope_of_work
mjk2-07-013,kota/kab mojokerto,5,gne,Minor,Minor,0.94,0.94,0.06,site_code,scope_of_work
bjn-07-031,kabupaten bojonegoro,2,b6,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jmr/07/054,kabupaten jember,7,gne,Major,Major,0.91,0.09,0.91,site_code,scope_of_work
krs-07-011,kota/kab probolinggo,3,gne,Minor,Major,0.59,0.41,0.59,site_code,scope_of_work
knr-07-051,kota/kab blitar,3,gne,Minor,Minor,0.5672619047619049,0.5672619047619049,0.4327380952380952,site_code,scope_of_work
bjn-07-062,kabupaten bojonegoro,2,q2,Minor,Minor,0.84,0.84,0.16,site_code,scope_of_work
sda-07-322,kabupaten sidoarjo,11,gne,Minor,Major,0.62,0.38,0.62,site_code,scope_of_work
kpn/07/128,kabupaten malang,7,m9,Major,Major,0.92,0.08,0.92,site_code,scope_of_work
gsk-07-030,kabupaten gresik,1,q2,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
krs/07/018,kota/kab probolinggo,12,rol,Minor,Major,0.83,0.17,0.83,site_code,scope_of_work
psr-07-009,kota/kab pasuruan,1,q2,Major,Major,0.88,0.12,0.88,site_code,scope_of_work
knr-07-034,kota/kab blitar,10,gnp,Minor,Minor,0.75,0.75,0.25,site_code,scope_of_work
lmg-07-139,kabupaten lamongan,11,rns,Major,Major,0.96,0.04,0.96,site_code,scope_of_work
bkl-07-047,kabupaten bangkalan,4,gne,Major,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby-07-066,kota surabaya,5,rne,Minor,Minor,0.65,0.65,0.35,site_code,scope_of_work
