nama_site,kota_kabupaten,month,scope_of_work,actual_severity,predicted_severity,confidence_score,confidence_minor,confidence_major,top_factor_1,top_factor_2
kdr1/07/044,kota/kab kediri,12,m9,Major,Major,0.99,0.01,0.99,site_code,scope_of_work
sby-07-563,kota surabaya,8,rne,Minor,Minor,0.63,0.63,0.37,site_code,scope_of_work
ngw-07-093,kabupaten ngawi,11,gne,Minor,Minor,0.94,0.94,0.06,site_code,scope_of_work
jmr-07-316,kabupaten jember,9,gne,Minor,Major,0.94,0.06,0.94,site_code,scope_of_work
pmk-07-029,kabupaten pamekasan,10,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
lmg/07/141,kabupaten lamongan,7,m9,Minor,Major,0.98,0.02,0.98,site_code,scope_of_work
byw-07-043,kabupaten banyuwangi,6,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
btu-07-003,kota malang,9,gne,Minor,Minor,0.87,0.87,0.13,site_code,scope_of_work
krs/07/043,kota/kab probolinggo,8,gne,Minor,Major,0.95,0.05,0.95,site_code,scope_of_work
mjy-07-141,kota/kab madiun,10,gne,Minor,Minor,0.9966666666666666,0.9966666666666666,0.003333333333333333,site_code,scope_of_work
psr/07/135,kota/kab pasuruan,12,rns,Major,Major,0.66,0.34,0.66,site_code,scope_of_work
sby-07-214,kota surabaya,1,a5,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
gsk-07-093,kabupaten gresik,1,q3,Minor,Minor,0.94,0.94,0.06,site_code,scope_of_work
sda/07/147,kabupaten sidoarjo,12,gne,Minor,Major,0.65,0.35,0.65,site_code,scope_of_work
psr-07-078,kota/kab pasuruan,1,q3,Minor,Major,0.74,0.26,0.74,site_code,scope_of_work
ngw-07-005,kabupaten ngawi,4,gne,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
tlg-07-100,kabupaten tulungagung,2,a2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
tbn-07-096,kabupaten tuban,6,gne,Minor,Minor,0.755,0.755,0.245,site_code,scope_of_work
jmr-07-191,kabupaten jember,11,gns,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
krs/07/069,kota/kab probolinggo,12,gns,Major,Major,0.96,0.04,0.96,site_code,scope_of_work
byw/07/159,kabupaten banyuwangi,12,gne,Major,Major,0.97,0.03,0.97,site_code,scope_of_work
tbn-07-072,kabupaten tuban,3,vw2,Major,Minor,0.61,0.61,0.39,site_code,scope_of_work
sda/07/049,kabupaten sidoarjo,12,rol,Minor,Major,0.92,0.08,0.92,site_code,scope_of_work
lmj-07-047,kabupaten lumajang,3,gne,Major,Minor,0.79,0.79,0.21,site_code,scope_of_work
kpn-07-268,kabupaten malang,6,rol,Major,Major,0.9,0.1,0.9,site_code,scope_of_work
sby/07/475,kota surabaya,12,gne,Minor,Minor,0.97,0.97,0.03,site_code,scope_of_work
kpn-07-105,kabupaten malang,11,gne,Minor,Minor,0.9,0.9,0.1,site_code,scope_of_work
sby-07-577,kota surabaya,4,rne,Major,Major,1.0,0.0,1.0,site_code,scope_of_work
kdr/07/125,kota/kab kediri,7,rne,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
krs-07-052,kota/kab probolinggo,9,gns,Minor,Major,0.9,0.1,0.9,site_code,scope_of_work
psr-07-008,kota/kab pasuruan,3,vw2,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
sda-07-051,kabupaten sidoarjo,3,m9,Minor,Major,0.96,0.04,0.96,site_code,scope_of_work
mgt-07-007,kabupaten magetan,4,rol,Minor,Minor,0.61,0.61,0.39,site_code,scope_of_work
sit/07/079,kabupaten situbondo,7,gnp,Minor,Minor,0.66,0.66,0.34,site_code,scope_of_work
sby-07-602,kota surabaya,8,rne,Minor,Major,0.98,0.02,0.98,site_code,scope_of_work
sby-07-079,kota surabaya,1,f2,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
png-07-034,kabupaten ponorogo,5,gnp,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mjk-07-022,kota/kab mojokerto,4,gns,Minor,Minor,0.72,0.72,0.28,site_code,scope_of_work
gsk-07-073,kabupaten gresik,1,q2,Minor,Minor,0.97,0.97,0.03,site_code,scope_of_work
tlg-07-011,kabupaten tulungagung,3,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
sda-07-281,kabupaten sidoarjo,11,rns,Major,Major,1.0,0.0,1.0,site_code,scope_of_work
psr-07-009,kota/kab pasuruan,3,vw2,Major,Minor,0.99,0.99,0.01,site_code,scope_of_work
sby-07-396,kota surabaya,10,gns,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
kdr1-07-084,kota/kab kediri,10,gne,Minor,Minor,0.93,0.93,0.07,site_code,scope_of_work
sda-07-274,kabupaten sidoarjo,11,rns,Minor,Major,0.9,0.1,0.9,site_code,scope_of_work
sby-07-498,kota surabaya,8,rne,Minor,Major,0.86,0.14,0.86,site_code,scope_of_work
gsk/07/089,kabupaten gresik,7,gne,Minor,Major,0.63,0.37,0.63,site_code,scope_of_work
trk/07/065,kabupaten trenggalek,12,gnp,Minor,Minor,0.62,0.62,0.38,site_code,scope_of_work
lmg-07-026,kabupaten lamongan,9,rne,Major,Minor,0.67,0.67,0.33,site_code,scope_of_work
sby/07/422,kota surabaya,12,rns,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
trk-07-061,kabupaten trenggalek,1,a5,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mjy-07-051,kota/kab madiun,10,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
knr-07-104,kota/kab blitar,3,gne,Minor,Minor,0.76,0.76,0.24,site_code,scope_of_work
lmg-07-073,kabupaten lamongan,3,vw2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jmr-07-092,kabupaten jember,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sit-07-091,kabupaten situbondo,11,gne,Major,Major,0.97,0.03,0.97,site_code,scope_of_work
jmr-07-130,kabupaten jember,1,m5,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
ngw-07-050,kabupaten ngawi,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
bdw-07-079,kabupaten bondowoso,4,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
byw/07/192,kabupaten banyuwangi,12,pst,Major,Major,0.99,0.01,0.99,site_code,scope_of_work
gsk-07-009,kabupaten gresik,1,a2,Minor,Minor,0.88,0.88,0.12,site_code,scope_of_work
jmr-07-052,kabupaten jember,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby/07/216,kota surabaya,7,rne,Minor,Major,0.99,0.01,0.99,site_code,scope_of_work
sda-07-166,kabupaten sidoarjo,10,rns,Minor,Major,0.89,0.11,0.89,site_code,scope_of_work
bjn-07-113,kabupaten bojonegoro,1,a2,Minor,Minor,0.85,0.85,0.15,site_code,scope_of_work
mlg/07/128,kota malang,7,rns,Major,Major,0.98,0.02,0.98,site_code,scope_of_work
knr/07/071,kota/kab blitar,12,gne,Minor,Major,0.93,0.07,0.93,site_code,scope_of_work
sda-07-032,kabupaten sidoarjo,9,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kdr2-07-021,kota/kab kediri,3,vw2,Minor,Minor,0.96,0.96,0.04,site_code,scope_of_work
sby-07-500,kota surabaya,1,q3,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
njk-07-071,kabupaten nganjuk,10,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby/07/434,kota surabaya,7,gns,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sda-07-149,kabupaten sidoarjo,8,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kdr1-07-046,kota/kab kediri,6,rne,Major,Major,0.89,0.11,0.89,site_code,scope_of_work
kpn/07/202,kabupaten malang,8,gne,Minor,Major,0.84,0.16,0.84,site_code,scope_of_work
bjn-07-007,kota/kab pasuruan,4,pst,Minor,Minor,0.8,0.8,0.2,site_code,scope_of_work
byw-07-287,kabupaten banyuwangi,5,gns,Minor,Minor,0.86,0.86,0.14,site_code,scope_of_work
png-07-039,kabupaten ponorogo,11,gnp,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
lmj-07-037,kabupaten lumajang,2,a2p,Minor,Minor,0.52,0.52,0.48,site_code,scope_of_work
sby-07-068,kota surabaya,4,rne,Major,Major,0.9,0.1,0.9,site_code,scope_of_work
bdw/07/013,kabupaten bondowoso,12,gne,Minor,Major,0.98,0.02,0.98,site_code,scope_of_work
lmg-07-058,kabupaten lamongan,9,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
pct-07-074,kabupaten tulungagung,11,gne,Minor,Minor,0.79,0.79,0.21,site_code,scope_of_work
mlg-07-113,kabupaten malang,3,pst,Minor,Major,0.72,0.28,0.72,site_code,scope_of_work
mjk-07-054,kota/kab mojokerto,11,rns,Major,Major,0.74,0.26,0.74,site_code,scope_of_work
tbn-07-116,kabupaten tuban,1,a5,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
btu/07/054,kota malang,12,rns,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
jmr-07-050,kabupaten jember,10,gnp,Minor,Minor,0.72,0.72,0.28,site_code,scope_of_work
trk-07-061,kabupaten trenggalek,6,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
kdr1/07/025,kota/kab kediri,12,gnp,Minor,Minor,0.94,0.94,0.06,site_code,scope_of_work
jmr-07-001,kabupaten jember,9,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sda-07-108,kabupaten sidoarjo,6,gnp,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
sda-07-025,kabupaten sidoarjo,1,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kpn-07-175,kabupaten malang,5,gne,Minor,Minor,0.77,0.77,0.23,site_code,scope_of_work
sda-07-051,kabupaten sidoarjo,8,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
tbn/07/012,kabupaten tuban,7,gne,Minor,Minor,0.94,0.94,0.06,site_code,scope_of_work
jmr/07/140,kabupaten jember,12,gne,Major,Minor,0.53,0.53,0.47,site_code,scope_of_work
png-07-085,kabupaten ponorogo,9,gns,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
jbg-07-004,kabupaten jombang,1,q2,Minor,Minor,0.93,0.93,0.07,site_code,scope_of_work
jmr-07-248,kabupaten jember,5,rne,Minor,Major,0.89,0.11,0.89,site_code,scope_of_work
jmr-07-007,kabupaten sidoarjo,4,rol,Minor,Minor,0.5,0.5,0.5,site_code,scope_of_work
mjk2-07-013,kota/kab mojokerto,11,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
gsk-07-099,kabupaten gresik,9,gne,Minor,Minor,0.86,0.86,0.14,site_code,scope_of_work
bkl-07-054,kabupaten bangkalan,10,gne,Minor,Minor,0.97,0.97,0.03,site_code,scope_of_work
jmr/07/261,kabupaten jember,7,rne,Major,Major,1.0,0.0,1.0,site_code,scope_of_work
gsk-07-085,kabupaten gresik,11,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby-07-145,kota surabaya,1,b4,Minor,Minor,0.85,0.85,0.15,site_code,scope_of_work
mlg-07-241,kota malang,2,q2,Minor,Minor,0.79,0.79,0.21,site_code,scope_of_work
kpn-07-090,kabupaten malang,10,gne,Minor,Major,0.93,0.07,0.93,site_code,scope_of_work
sby-07-175,kota surabaya,1,m5,Major,Minor,0.64,0.64,0.36,site_code,scope_of_work
kpn/07/097,kabupaten malang,12,gne,Minor,Major,0.87,0.13,0.87,site_code,scope_of_work
lmg-07-025,kabupaten lamongan,1,q2,Minor,Minor,0.96,0.96,0.04,site_code,scope_of_work
tlg-07-030,kabupaten tulungagung,9,rol,Major,Major,0.98,0.02,0.98,site_code,scope_of_work
pmk-07-006,kabupaten pamekasan,2,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kdr2-07-040,kota/kab kediri,6,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
tlg/07/020,kabupaten tulungagung,7,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
bjn/07/034,kabupaten bojonegoro,12,gne,Minor,Major,0.95,0.05,0.95,site_code,scope_of_work
knr-07-107,kota/kab blitar,3,vw2,Minor,Minor,0.68,0.68,0.32,site_code,scope_of_work
png/07/085,kabupaten ponorogo,12,gns,Minor,Minor,0.94,0.94,0.06,site_code,scope_of_work
tlg-07-078,kabupaten tulungagung,9,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
bjn-07-036,kabupaten bojonegoro,6,gns,Minor,Minor,0.92,0.92,0.08,site_code,scope_of_work
psn-07-013,kota/kab pasuruan,1,q3,Minor,Minor,0.59,0.59,0.41,site_code,scope_of_work
sby/07/118,kota surabaya,12,gne,Major,Major,1.0,0.0,1.0,site_code,scope_of_work
mgt/07/052,kabupaten magetan,12,gns,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
sby/07/542,kota surabaya,12,rns,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
sby-07-531,kota surabaya,6,gns,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mlg/07/209,kota malang,7,rne,Minor,Major,0.89,0.11,0.89,site_code,scope_of_work
jmr-07-055,kabupaten jember,4,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
byw-07-202,kabupaten banyuwangi,4,gns,Minor,Minor,0.96,0.96,0.04,site_code,scope_of_work
bkl-07-025,kabupaten bangkalan,10,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kpn-07-214,kabupaten malang,3,vw2,Minor,Major,0.85,0.15,0.85,site_code,scope_of_work
sda-07-069,kabupaten sidoarjo,11,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
bjn-07-054,kabupaten bojonegoro,2,a2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mjk1-07-043,kota/kab mojokerto,10,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mlg-07-269,kota malang,10,gne,Major,Major,0.95,0.05,0.95,site_code,scope_of_work
sby-07-424,kota surabaya,11,rns,Major,Major,0.87,0.13,0.87,site_code,scope_of_work
lmj-07-022,kabupaten lumajang,4,gne,Major,Minor,0.68,0.68,0.32,site_code,scope_of_work
smp-07-001,kabupaten sumenep,4,gne,Minor,Minor,0.52,0.52,0.48,site_code,scope_of_work
mlg-07-233,kabupaten malang,4,rne,Major,Major,0.72,0.28,0.72,site_code,scope_of_work
tlg-07-083,kabupaten tulungagung,6,pst,Minor,Minor,0.77,0.77,0.23,site_code,scope_of_work
kpn-07-072,kabupaten malang,3,vw2,Minor,Major,0.605,0.3949999999999999,0.605,site_code,scope_of_work
spg/07/038,kabupaten sampang,8,gns,Minor,Minor,0.71,0.71,0.29,site_code,scope_of_work
sda-07-243,kabupaten sidoarjo,1,q3,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sda/07/067,kabupaten sidoarjo,12,f2,Major,Major,0.81,0.19,0.81,site_code,scope_of_work
bdw/07/009,kabupaten bondowoso,8,pst,Minor,Major,0.7,0.3,0.7,site_code,scope_of_work
kpn-07-145,kota malang,1,f2,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
smp-07-055,kabupaten sumenep,1,q3,Minor,Minor,0.95,0.95,0.05,site_code,scope_of_work
sda-07-139,kabupaten sidoarjo,1,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
pbl-07-016,kota/kab probolinggo,4,gne,Minor,Major,0.92,0.08,0.92,site_code,scope_of_work
tbn-07-018,kabupaten tuban,11,pst,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
bdw-07-002,kabupaten bondowoso,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
smp-07-032,kabupaten sumenep,3,gne,Minor,Minor,0.85,0.85,0.15,site_code,scope_of_work
jmr/07/129,kabupaten jember,8,gne,Minor,Minor,0.57,0.57,0.43,site_code,scope_of_work
bdw/07/043,kabupaten bondowoso,12,gns,Major,Major,0.95,0.05,0.95,site_code,scope_of_work
psr-07-030,kota/kab pasuruan,5,gne,Minor,Minor,0.57,0.57,0.43,site_code,scope_of_work
sda/07/174,kabupaten sidoarjo,12,gne,Minor,Minor,0.76,0.76,0.24,site_code,scope_of_work
sby-07-636,kota surabaya,3,vw5,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sda-07-069,kabupaten sidoarjo,3,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
lmj-07-062,kabupaten lumajang,3,vw2,Major,Major,0.91,0.09,0.91,site_code,scope_of_work
pct-07-070,kabupaten pacitan,11,gne,Minor,Minor,0.84,0.84,0.16,site_code,scope_of_work
njk-07-073,kabupaten nganjuk,11,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
bkl-07-030,kabupaten bangkalan,10,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kpn-07-238,kabupaten malang,10,gns,Minor,Major,0.8,0.2,0.8,site_code,scope_of_work
mlg/07/210,kota malang,12,rns,Major,Major,0.95,0.05,0.95,site_code,scope_of_work
lmg-07-040,kabupaten lamongan,3,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jbg/07/112,kabupaten jombang,7,gne,Minor,Major,0.88,0.12,0.88,site_code,scope_of_work
mjk1-07-039,kota/kab mojokerto,2,q2,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
tlg-07-022,kabupaten tulungagung,9,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
tlg-07-100,kabupaten tulungagung,1,q3,Minor,Minor,0.97,0.97,0.03,site_code,scope_of_work
jmr-07-268,kabupaten jember,9,rne,Major,Minor,0.7,0.7,0.3,site_code,scope_of_work
lmg-07-056,kabupaten lamongan,9,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
byw-07-139,kabupaten banyuwangi,5,m9,Major,Major,0.73,0.27,0.73,site_code,scope_of_work
kpn-07-188,kabupaten malang,1,q2,Minor,Minor,0.61,0.61,0.39,site_code,scope_of_work
byw-07-184,kabupaten banyuwangi,11,gne,Minor,Minor,0.972,0.972,0.027999999999999997,site_code,scope_of_work
sby-07-220,kota surabaya,10,rns,Major,Major,0.87,0.13,0.87,site_code,scope_of_work
psn/07/018,kota/kab pasuruan,7,gns,Major,Major,0.66,0.34,0.66,site_code,scope_of_work
psr-07-089,kota/kab pasuruan,2,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
tbn-07-027,kabupaten tuban,3,vw2,Minor,Major,0.88,0.12,0.88,site_code,scope_of_work
knr-07-103,kota/kab blitar,10,gns,Minor,Major,0.74,0.26,0.74,site_code,scope_of_work
lmj-07-147,kabupaten lumajang,10,gne,Major,Major,0.73,0.27,0.73,site_code,scope_of_work
sda-07-034,kabupaten sidoarjo,3,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
lmj-07-072,kabupaten lumajang,5,gne,Minor,Major,0.61,0.39,0.61,site_code,scope_of_work
bdw-07-053,kabupaten bondowoso,9,pst,Minor,Minor,0.69,0.69,0.31,site_code,scope_of_work
kpn-07-255,kabupaten malang,4,gne,Minor,Major,0.92,0.08,0.92,site_code,scope_of_work
kpn-07-119,kota malang,10,gne,Minor,Minor,0.57,0.57,0.43,site_code,scope_of_work
sda-07-149,kabupaten sidoarjo,2,a2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mlg-07-029,kota malang,1,e4,Minor,Major,0.58,0.42,0.58,site_code,scope_of_work
bjn/07/121,kabupaten bojonegoro,7,rne,Minor,Major,0.76,0.24,0.76,site_code,scope_of_work
gsk-07-004,kabupaten gresik,10,gne,Minor,Minor,0.9733333333333334,0.9733333333333334,0.026666666666666665,site_code,scope_of_work
tlg-07-017,kabupaten tulungagung,10,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
sda-07-062,kabupaten sidoarjo,9,rol,Minor,Major,0.73,0.27,0.73,site_code,scope_of_work
sby-07-192,kota surabaya,9,rne,Major,Major,0.96,0.04,0.96,site_code,scope_of_work
gsk/07/052,kabupaten gresik,12,gne,Minor,Minor,0.97,0.97,0.03,site_code,scope_of_work
sda-07-047,kabupaten sidoarjo,3,vw2,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
bjn-07-031,kabupaten bojonegoro,4,rol,Minor,Minor,0.51,0.51,0.49,site_code,scope_of_work
pmk-07-030,kabupaten pamekasan,5,gne,Minor,Minor,0.87,0.87,0.13,site_code,scope_of_work
trk-07-084,kabupaten trenggalek,4,gns,Minor,Minor,0.97,0.97,0.03,site_code,scope_of_work
kpn/07/102,kabupaten malang,12,gne,Minor,Minor,0.57,0.57,0.43,site_code,scope_of_work
kdr/07/120,kota/kab kediri,12,gne,Minor,Major,0.92,0.08,0.92,site_code,scope_of_work
mgt-07-101,kabupaten magetan,11,gne,Major,Minor,0.52,0.52,0.48,site_code,scope_of_work
spg-07-036,kabupaten sampang,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jbg-07-097,kabupaten jombang,8,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sda/07/051,kabupaten sidoarjo,7,gne,Minor,Major,0.66,0.34,0.66,site_code,scope_of_work
mlg/07/206,kota malang,7,rne,Major,Major,0.82,0.18,0.82,site_code,scope_of_work
tbn-07-124,kabupaten tuban,11,pst,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sda-07-077,kabupaten sidoarjo,4,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mlg-07-039,kota malang,1,f2,Minor,Minor,0.93,0.93,0.07,site_code,scope_of_work
byw-07-150,kabupaten banyuwangi,11,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
lmg-07-037,kabupaten lamongan,3,gne,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
tlg-07-034,kabupaten tulungagung,6,gnp,Minor,Minor,0.73,0.73,0.27,site_code,scope_of_work
sby/07/386,kota surabaya,12,rns,Minor,Major,0.98,0.02,0.98,site_code,scope_of_work
tbn-07-069,kabupaten tuban,6,gne,Minor,Minor,0.8566666666666666,0.8566666666666666,0.1433333333333333,site_code,scope_of_work
mjk1-07-095,kota/kab mojokerto,9,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mjk1-07-021,kota/kab mojokerto,3,vw2,Minor,Major,0.92,0.08,0.92,site_code,scope_of_work
sby-07-525,kota surabaya,11,rns,Major,Major,1.0,0.0,1.0,site_code,scope_of_work
psr-07-022,kota/kab pasuruan,11,gne,Minor,Major,0.81,0.19,0.81,site_code,scope_of_work
kdr1/07/045,kota/kab kediri,12,gne,Minor,Major,0.76,0.24,0.76,site_code,scope_of_work
sby-07-584,kota surabaya,8,rne,Minor,Major,0.92,0.08,0.92,site_code,scope_of_work
sby-07-493,kota surabaya,11,rns,Major,Major,0.93,0.07,0.93,site_code,scope_of_work
pmk/07/023,kabupaten pamekasan,7,gne,Minor,Major,0.79,0.21,0.79,site_code,scope_of_work
krs-07-050,kota/kab probolinggo,1,a5,Major,Major,0.99,0.01,0.99,site_code,scope_of_work
kpn/07/289,kabupaten malang,8,rne,Major,Major,0.66,0.34,0.66,site_code,scope_of_work
sby-07-782,kota surabaya,4,gne,Minor,Major,0.78,0.22,0.78,site_code,scope_of_work
sby-07-391,kota surabaya,9,rns,Minor,Minor,0.52,0.52,0.48,site_code,scope_of_work
njk-07-109,kabupaten nganjuk,8,gne,Minor,Major,0.56,0.44,0.56,site_code,scope_of_work
jmr-07-251,kabupaten jember,11,rns,Major,Major,0.88,0.12,0.88,site_code,scope_of_work
kpn-07-238,kabupaten malang,6,rne,Minor,Minor,0.61,0.61,0.39,site_code,scope_of_work
kpn-07-126,kota malang,3,gne,Minor,Minor,0.75,0.75,0.25,site_code,scope_of_work
byw-07-036,kabupaten banyuwangi,6,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jbg-07-107,kabupaten jombang,2,a2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mjy-07-069,kota/kab madiun,10,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
png-07-116,kabupaten ponorogo,3,rne,Major,Major,0.95,0.05,0.95,site_code,scope_of_work
bdw-07-065,kabupaten bondowoso,2,a2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
krs/07/020,kota/kab probolinggo,7,gne,Major,Minor,0.82,0.82,0.18,site_code,scope_of_work
gsk-07-074,kabupaten gresik,2,a2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
btu-07-011,kota malang,3,gne,Minor,Major,0.5878333333333334,0.4121666666666666,0.5878333333333334,site_code,scope_of_work
tlg-07-031,kabupaten tulungagung,5,rol,Major,Major,0.82,0.18,0.82,site_code,scope_of_work
mjk1-07-046,kota/kab mojokerto,3,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby-07-543,kota surabaya,5,rne,Major,Major,0.91,0.09,0.91,site_code,scope_of_work
bdw/07/044,kabupaten bondowoso,8,gns,Minor,Major,0.93,0.07,0.93,site_code,scope_of_work
jmr/07/124,kabupaten jember,12,rne,Major,Major,0.98,0.02,0.98,site_code,scope_of_work
bjn-07-114,kabupaten bojonegoro,8,gne,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
sby-07-519,kota surabaya,11,rns,Major,Major,1.0,0.0,1.0,site_code,scope_of_work
jmr-07-045,kabupaten jember,11,gne,Minor,Minor,0.9,0.9,0.1,site_code,scope_of_work
psr-07-001,kota/kab pasuruan,11,rol,Major,Minor,0.68,0.68,0.32,site_code,scope_of_work
sit-07-052,kabupaten situbondo,3,vw2,Major,Minor,0.94,0.94,0.06,site_code,scope_of_work
gsk-07-065,kabupaten gresik,4,gne,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
psr/07/033,kota/kab pasuruan,7,m9,Minor,Major,0.95,0.05,0.95,site_code,scope_of_work
kpn-07-284,kabupaten malang,4,gns,Major,Major,0.69,0.31,0.69,site_code,scope_of_work
bjn/07/069,kabupaten bojonegoro,12,gne,Minor,Major,0.71,0.29,0.71,site_code,scope_of_work
sda-07-294,kabupaten sidoarjo,2,f1,Minor,Minor,0.81,0.81,0.19,site_code,scope_of_work
btu-07-018,kota malang,4,rne,Minor,Major,0.99,0.01,0.99,site_code,scope_of_work
gsk-07-099,kabupaten gresik,1,q3,Minor,Major,0.65,0.35,0.65,site_code,scope_of_work
bkl-07-068,kabupaten bangkalan,11,gne,Minor,Major,0.5106666666666667,0.4893333333333333,0.5106666666666667,site_code,scope_of_work
bjn-07-070,kabupaten bojonegoro,9,gnp,Minor,Major,0.81,0.19,0.81,site_code,scope_of_work
sda-07-171,kabupaten sidoarjo,4,rne,Minor,Minor,0.59,0.59,0.41,site_code,scope_of_work
pmk-07-043,kabupaten pamekasan,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mlg-07-226,kota malang,2,q2,Minor,Major,0.96,0.04,0.96,site_code,scope_of_work
pmk-07-036,kabupaten pamekasan,3,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
kdr1-07-075,kota/kab kediri,3,vw2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
